pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,last_name,first_name,title
1,1,0,28.0,0,0,110564.0,26.55,92,0,13.0,160.8099173553719,"Stockholm, Sweden / Washington, DC",Bjornstrom-Steffansson, Mauritz Hakan,Mr
1,0,0,45.0,0,0,113784.0,35.5,185,0,13.0,160.8099173553719,"Trenton, NJ",Blackwell, Stephen Weart,Mr
1,1,0,40.0,0,0,112277.0,31.0,12,1,7.0,160.8099173553719,"Glen Ridge, NJ",Blank, Henry,Mr
1,1,1,30.0,0,0,36928.0,164.8667,100,0,8.0,160.8099173553719,"Youngstown, OH",Bonnell, Caroline,Miss
1,1,1,58.0,0,0,113783.0,26.55,62,0,8.0,160.8099173553719,"Birkdale, England Cleveland, Ohio",Bonnell, Elizabeth,Miss
1,0,0,42.0,0,0,110489.0,26.55,125,0,13.0,160.8099173553719,"London / Winnipeg, MB",Borebank, John James,Mr
1,1,1,45.0,0,0,17608.0,262.375,80,1,4.0,160.8099173553719,"Cooperstown, NY",Bowen, Grace Scott,Miss
1,1,1,22.0,0,1,113505.0,55.0,155,0,6.0,160.8099173553719,"St Leonards-on-Sea, England Ohio",Bowerman, Elsie Edith,Miss
1,1,0,29.8811345124283,0,0,111427.0,26.55,80,0,9.0,160.8099173553719,"Los Angeles, CA",Bradley," George (""George Arthur Brayton"")",Mr
1,0,0,41.0,0,0,113054.0,30.5,7,0,13.0,160.8099173553719,"Pomeroy, WA",Brady, John Bertram,Mr
1,0,0,48.0,0,0,17591.0,50.4958,20,1,13.0,208.0,"Omaha, NE",Brandeis, Emil,Mr
1,0,0,29.8811345124283,0,0,112379.0,39.6,80,1,13.0,160.8099173553719,"Philadelphia, PA",Brewe, Arthur Jackson,Dr
1,1,1,44.0,0,0,17610.0,27.7208,38,1,6.0,160.8099173553719,"Denver, CO",Brown, James Joseph (Margaret Tobin),Mrs
1,1,1,59.0,2,0,11769.0,51.4792,61,0,13.0,160.8099173553719,"Belmont, MA",Brown, John Murray (Caroline Lane Lamson),Mrs
1,1,1,60.0,0,0,11813.0,76.2917,120,1,8.0,160.8099173553719,"Philadelphia, PA",Bucknell, William Robert (Emma Eliza Ward),Mrs
1,1,1,41.0,0,0,16966.0,134.5,160,1,3.0,160.8099173553719,"New York, NY",Burns, Elizabeth Margaret,Miss
1,0,0,45.0,0,0,113050.0,26.55,36,0,13.0,160.8099173553719,"Washington, DC",Butt, Archibald Willingham,Major
1,0,0,29.8811345124283,0,0,113798.0,31.0,80,0,13.0,160.8099173553719,"New York, NY",Cairns, Alexander,Mr
1,1,0,42.0,0,0,17476.0,26.2875,152,0,5.0,160.8099173553719,"New York, NY",Calderhead, Edward Pennington,Mr
1,1,1,53.0,0,0,17606.0,27.4458,80,1,6.0,160.8099173553719,"Washington, DC",Candee, Edward (Helen Churchill Hungerford),Mrs
1,1,0,36.0,0,1,17755.0,512.3292,45,1,3.0,160.8099173553719,"Austria-Hungary / Germantown, Philadelphia, PA",Cardeza, Thomas Drake Martinez,Mr
1,1,1,58.0,0,1,17755.0,512.3292,45,1,3.0,160.8099173553719,"Germantown, Philadelphia, PA",Cardeza, James Warburton Martinez (Charlotte Wardle Drake),Mrs
1,0,0,33.0,0,0,695.0,5.0,45,0,13.0,160.8099173553719,"New York, NY",Carlsson, Frans Olof,Mr
1,0,0,28.0,0,0,113059.0,47.1,80,0,13.0,160.8099173553719,"Montevideo, Uruguay",Carrau, Francisco M,Mr
1,0,0,17.0,0,0,113059.0,47.1,80,0,13.0,160.8099173553719,"Montevideo, Uruguay",Carrau, Jose Pedro,Mr
1,1,0,11.0,1,2,113760.0,120.0,60,0,4.0,160.8099173553719,"Bryn Mawr, PA",Carter, William Thornton II,Master
1,1,1,14.0,1,2,113760.0,120.0,60,0,4.0,160.8099173553719,"Bryn Mawr, PA",Carter, Lucile Polk,Miss
1,1,0,36.0,1,2,113760.0,120.0,60,0,13.0,160.8099173553719,"Bryn Mawr, PA",Carter, William Ernest,Mr
1,1,1,36.0,1,2,113760.0,120.0,60,0,4.0,160.8099173553719,"Bryn Mawr, PA",Carter, William Ernest (Lucile Polk),Mrs
1,0,0,49.0,0,0,19924.0,26.0,80,0,13.0,160.8099173553719,"Ascot, Berkshire / Rochester, NY",Case, Howard Brown,Mr
1,1,1,29.8811345124283,0,0,17770.0,27.7208,80,1,5.0,160.8099173553719,"New York, NY",Cassebeer, Henry Arthur Jr (Eleanor Genevieve Fosdick),Mrs
1,0,0,36.0,1,0,19877.0,78.85,87,0,13.0,172.0,"Little Onn Hall, Staffs",Cavendish, Tyrell William,Mr
1,1,1,76.0,1,0,19877.0,78.85,87,0,6.0,160.8099173553719,"Little Onn Hall, Staffs",Cavendish, Tyrell William (Julia Florence Siegel),Mrs
1,0,0,46.0,1,0,5734.0,61.175,154,0,13.0,160.8099173553719,"Amenia, ND",Chaffee, Herbert Fuller,Mr
1,1,1,47.0,1,0,5734.0,61.175,154,0,4.0,160.8099173553719,"Amenia, ND",Chaffee, Herbert Fuller (Carrie Constance Toogood),Mrs
1,1,0,27.0,1,0,113806.0,53.1,173,0,5.0,160.8099173553719,"New York, NY / Ithaca, NY",Chambers, Norman Campbell,Mr
1,1,1,33.0,1,0,113806.0,53.1,173,0,5.0,160.8099173553719,"New York, NY / Ithaca, NY",Chambers, Norman Campbell (Bertha Griggs),Mrs
1,1,1,36.0,0,0,17608.0,262.375,49,1,4.0,160.8099173553719,"New York, NY",Chaudanson, Victorine,Miss
1,1,1,30.0,0,0,110152.0,86.5,53,0,8.0,160.8099173553719,"London, England",Cherry, Gladys,Miss
1,1,0,45.0,0,0,17594.0,29.7,19,1,7.0,160.8099173553719,"Paris, France",Chevre, Paul Romaine,Mr
1,1,1,29.8811345124283,0,1,113505.0,55.0,155,0,6.0,160.8099173553719,"St Leonards-on-Sea, England Ohio",Chibnall, (Edith Martha Bowerman),Mrs
1,0,0,29.8811345124283,0,0,112051.0,0.0,80,0,13.0,160.8099173553719,"Liverpool, England / Belfast",Chisholm, Roderick Robert Crispin,Mr
1,0,0,27.0,1,0,13508.0,136.7792,109,1,13.0,160.8099173553719,"Los Angeles, CA",Clark, Walter Miller,Mr
1,1,1,26.0,1,0,13508.0,136.7792,109,1,4.0,160.8099173553719,"Los Angeles, CA",Clark, Walter Miller (Virginia McDowell),Mrs
1,1,1,22.0,0,0,113781.0,151.55,80,0,11.0,160.8099173553719,"New York, NY",Cleaver, Alice,Miss
1,0,0,29.8811345124283,0,0,110465.0,52.0,2,0,13.0,160.8099173553719,"Stoughton, MA",Clifford, George Quincy,Mr
1,0,0,47.0,0,0,5727.0,25.5875,167,0,13.0,160.8099173553719,"Victoria, BC",Colley, Edward Pomeroy,Mr
1,1,1,39.0,1,1,17756.0,83.1583,164,1,14.0,160.8099173553719,"Lakewood, NJ",Compton, Sara Rebecca,Miss
1,0,0,37.0,1,1,17756.0,83.1583,166,1,13.0,160.8099173553719,"Lakewood, NJ",Compton, Alexander Taylor Jr,Mr
1,1,1,64.0,0,2,17756.0,83.1583,162,1,14.0,160.8099173553719,"Lakewood, NJ",Compton, Alexander Taylor (Mary Eliza Ingersoll),Mrs
1,1,1,55.0,2,0,11770.0,25.7,61,0,2.0,160.8099173553719,"New York, NY",Cornell, Robert Clifford (Malvina Helen Lamson),Mrs
1,0,0,29.8811345124283,0,0,113791.0,26.55,80,0,13.0,160.8099173553719,"Roachdale, IN",Crafton, John Bertram,Mr
1,0,0,70.0,1,1,5735.0,71.0,27,0,13.0,269.0,"Milwaukee, WI",Crosby, Edward Gifford,Capt
1,1,1,36.0,0,2,5735.0,71.0,27,0,7.0,160.8099173553719,"Milwaukee, WI",Crosby, Harriet R,Miss
1,1,1,64.0,1,1,112901.0,26.55,29,0,7.0,160.8099173553719,"Milwaukee, WI",Crosby, Edward Gifford (Catherine Elizabeth Halstead),Mrs
1,0,0,39.0,1,0,17599.0,71.2833,106,1,13.0,160.8099173553719,"New York, NY",Cumings, John Bradley,Mr
1,1,1,38.0,1,0,17599.0,71.2833,106,1,4.0,160.8099173553719,"New York, NY",Cumings, John Bradley (Florence Briggs Thayer),Mrs
1,1,0,51.0,0,0,113055.0,26.55,151,0,59.0,160.8099173553719,"Lima, Peru",Daly, Peter Denis ,Mr
1,1,0,27.0,0,0,113804.0,30.5,80,0,3.0,160.8099173553719,"Philadelphia, PA",Daniel, Robert Williams,Mr
1,1,1,33.0,0,0,113781.0,151.55,80,0,8.0,160.8099173553719,"New York, NY",Daniels, Sarah,Miss
1,0,0,31.0,1,0,12750.0,52.0,51,0,13.0,160.8099173553719,"Montreal, PQ",Davidson, Thornton,Mr
1,1,1,27.0,1,2,12750.0,52.0,51,0,3.0,160.8099173553719,"Montreal, PQ",Davidson, Thornton (Orian Hays),Mrs
1,1,0,31.0,1,0,17474.0,57.0,26,0,3.0,160.8099173553719,"Calgary, AB",Dick, Albert Adrian,Mr
1,1,1,17.0,1,0,17474.0,57.0,26,0,3.0,160.8099173553719,"Calgary, AB",Dick, Albert Adrian (Vera Gillespie),Mrs
1,1,0,53.0,1,1,33638.0,81.8583,14,0,13.0,160.8099173553719,"San Francisco, CA",Dodge, Washington,Dr
1,1,0,4.0,0,2,33638.0,81.8583,14,0,5.0,160.8099173553719,"San Francisco, CA",Dodge, Washington,Master
1,1,1,54.0,1,1,33638.0,81.8583,14,0,5.0,160.8099173553719,"San Francisco, CA",Dodge, Washington (Ruth Vidaver),Mrs
1,0,0,50.0,1,0,17761.0,106.425,107,1,13.0,62.0,"Deephaven, MN / Cedar Rapids, IA",Douglas, Walter Donald,Mr
1,1,1,27.0,1,1,17558.0,247.5208,48,1,6.0,160.8099173553719,"Montreal, PQ",Douglas, Frederick Charles (Mary Helene Baxter),Mrs
1,1,1,48.0,1,0,17761.0,106.425,107,1,2.0,160.8099173553719,"Deephaven, MN / Cedar Rapids, IA",Douglas, Walter Donald (Mahala Dutton),Mrs
1,1,1,48.0,1,0,11755.0,39.6,3,1,1.0,160.8099173553719,London / Paris,Duff Gordon," (Lucille Christiana Sutherland) (""Mrs Morgan"")",Lady
1,1,0,49.0,1,0,17485.0,56.9292,6,1,1.0,160.8099173553719,London / Paris,Duff Gordon," Cosmo Edmund (""Mr Morgan"")",Sir
1,0,0,39.0,0,0,17580.0,29.7,4,1,13.0,133.0,"Philadelphia, PA",Dulles, William Crothers,Mr
1,1,1,23.0,0,1,11767.0,83.1583,94,1,7.0,160.8099173553719,"Mt Airy, Philadelphia, PA",Earnshaw, Boulton (Olive Potter),Mrs
1,1,1,38.0,0,0,17757.0,227.525,86,1,4.0,160.8099173553719,"New York, NY",Endres, Caroline Louise,Miss
1,1,1,54.0,1,0,36947.0,78.2667,123,1,4.0,160.8099173553719,"Brookline, MA",Eustis, Elizabeth Mussey,Miss
1,0,1,36.0,0,0,17531.0,31.6792,11,1,13.0,160.8099173553719,"New York, NY",Evans, Edith Corse,Miss
1,0,0,29.8811345124283,0,0,17483.0,221.7792,114,0,13.0,160.8099173553719,"New York, NY",Farthing, John,Mr
1,1,1,29.8811345124283,0,0,17598.0,31.6833,80,0,7.0,160.8099173553719,"New York, NY",Flegenheim, Alfred (Antoinette),Mrs
1,1,1,29.8811345124283,0,0,17421.0,110.8833,80,1,4.0,160.8099173553719,"New York, NY",Fleming, Margaret,Miss
1,1,0,36.0,0,0,17474.0,26.3875,153,0,5.0,160.8099173553719,"Brooklyn, NY",Flynn," John Irwin (""Irving"")",Mr
1,0,0,30.0,0,0,113051.0,27.75,67,1,13.0,160.8099173553719,"New York, NY",Foreman, Benjamin Laventall,Mr
1,1,1,24.0,3,2,19950.0,263.0,80,0,10.0,160.8099173553719,"Winnipeg, MB",Fortune, Alice Elizabeth,Miss
1,1,1,28.0,3,2,19950.0,263.0,80,0,10.0,160.8099173553719,"Winnipeg, MB",Fortune, Ethel Flora,Miss
1,1,1,23.0,3,2,19950.0,263.0,80,0,10.0,160.8099173553719,"Winnipeg, MB",Fortune, Mabel Helen,Miss
1,0,0,19.0,3,2,19950.0,263.0,80,0,13.0,160.8099173553719,"Winnipeg, MB",Fortune, Charles Alexander,Mr
1,0,0,64.0,1,4,19950.0,263.0,80,0,13.0,160.8099173553719,"Winnipeg, MB",Fortune, Mark,Mr
1,1,1,60.0,1,4,19950.0,263.0,80,0,10.0,160.8099173553719,"Winnipeg, MB",Fortune, Mark (Mary McDougald),Mrs
1,1,1,30.0,0,0,17485.0,56.9292,157,1,1.0,160.8099173553719,"New York, NY",Francatelli, Laura Mabel,Miss
1,0,0,29.8811345124283,0,0,113778.0,26.55,130,0,13.0,160.8099173553719,"Westcliff-on-Sea, Essex",Franklin, Thomas Parham,Mr
1,1,0,50.0,2,0,17611.0,133.65,80,0,5.0,160.8099173553719,"New York, NY",Frauenthal, Henry William,Dr
1,1,0,43.0,1,0,17765.0,27.7208,135,1,5.0,160.8099173553719,"New York, NY",Frauenthal, Isaac Gerald,Mr
1,1,1,29.8811345124283,1,0,17611.0,133.65,80,0,5.0,160.8099173553719,"New York, NY",Frauenthal, Henry William (Clara Heinsheimer),Mrs
1,1,1,22.0,0,2,13568.0,49.5,37,1,5.0,160.8099173553719,"Zurich, Switzerland",Frolicher, Hedwig Margaritha,Miss
1,1,0,60.0,1,1,13567.0,79.2,39,1,5.0,160.8099173553719,"Zurich, Switzerland",Frolicher-Stehli, Maxmillian,Mr
1,1,1,48.0,1,1,13567.0,79.2,39,1,5.0,160.8099173553719,"Zurich, Switzerland",Frolicher-Stehli, Maxmillian (Margaretha Emerentia Stehli),Mrs
1,0,0,29.8811345124283,0,0,112058.0,0.0,22,0,13.0,160.8099173553719,"New York, NY",Fry, Richard,Mr
1,0,0,37.0,1,0,113803.0,53.1,70,0,13.0,160.8099173553719,"Scituate, MA",Futrelle, Jacques Heath,Mr
1,1,1,35.0,1,0,113803.0,53.1,70,0,13.0,160.8099173553719,"Scituate, MA",Futrelle, Jacques Heath (Lily May Peel),Mrs
1,0,0,47.0,0,0,111320.0,38.5,169,0,13.0,275.0,"St Anne's-on-Sea, Lancashire",Gee, Arthur H,Mr
1,1,1,35.0,0,0,113503.0,211.5,75,1,4.0,160.8099173553719,"New York, NY",Geiger, Amalie,Miss
1,1,1,22.0,0,1,112378.0,59.4,80,1,7.0,160.8099173553719,"New York, NY",Gibson, Dorothy Winifred,Miss
1,1,1,45.0,0,1,112378.0,59.4,80,1,7.0,160.8099173553719,"New York, NY",Gibson, Leonard (Pauline C Boeson),Mrs
1,0,0,24.0,0,0,17593.0,79.2,58,1,13.0,160.8099173553719,"New York, NY",Giglio, Victor,Mr
1,1,0,49.0,1,0,17453.0,89.1042,112,1,5.0,160.8099173553719,"Paris, France / New York, NY",Goldenberg, Samuel L,Mr
1,1,1,29.8811345124283,1,0,17453.0,89.1042,112,1,5.0,160.8099173553719,"Paris, France / New York, NY",Goldenberg, Samuel L (Edwiga Grabowska),Mrs
1,0,0,71.0,0,0,17754.0,34.6542,16,1,13.0,160.8099173553719,"New York, NY",Goldschmidt, George B,Mr
1,1,0,53.0,0,0,113780.0,28.5,91,1,13.0,160.8099173553719,"Washington, DC",Gracie, Archibald IV,Col
1,1,1,19.0,0,0,112053.0,30.0,40,0,3.0,160.8099173553719,"Greenwich, CT",Graham, Margaret Edith,Miss
1,0,0,38.0,0,1,17582.0,153.4625,111,0,13.0,147.0,"Winnipeg, MB",Graham, George Edward,Mr
1,1,1,58.0,0,1,17582.0,153.4625,72,0,3.0,160.8099173553719,"Greenwich, CT",Graham, William Thompson (Edith Junkins),Mrs
1,1,0,23.0,0,1,17759.0,63.3583,118,1,7.0,160.8099173553719,"New York, NY",Greenfield, William Bertram,Mr
1,1,1,45.0,0,1,17759.0,63.3583,118,1,7.0,160.8099173553719,"New York, NY",Greenfield, Leo David (Blanche Strouse),Mrs
1,0,0,46.0,0,0,17593.0,79.2,57,1,13.0,160.8099173553719,"New York, NY",Guggenheim, Benjamin,Mr
1,1,0,25.0,1,0,11765.0,55.4417,165,1,5.0,160.8099173553719,"Brooklyn, NY",Harder, George Achilles,Mr
1,1,1,25.0,1,0,11765.0,55.4417,165,1,5.0,160.8099173553719,"Brooklyn, NY",Harder, George Achilles (Dorothy Annan),Mrs
1,1,0,48.0,1,0,17572.0,76.7292,129,1,3.0,160.8099173553719,"New York, NY",Harper, Henry Sleeper,Mr
1,1,1,49.0,1,0,17572.0,76.7292,129,1,3.0,160.8099173553719,"New York, NY",Harper, Henry Sleeper (Myna Haxtun),Mrs
1,0,0,29.8811345124283,0,0,113796.0,42.4,80,0,13.0,160.8099173553719,"New York, NY",Harrington, Charles H,Mr
1,0,0,45.0,1,0,36973.0,83.475,105,0,13.0,160.8099173553719,"New York, NY",Harris, Henry Birkhardt,Mr
1,1,1,35.0,1,0,36973.0,83.475,105,0,13.0,160.8099173553719,"New York, NY",Harris, Henry Birkhardt (Irene Wallach),Mrs
1,0,0,40.0,0,0,112059.0,0.0,59,0,13.0,110.0,"New York, NY",Harrison, William,Mr
1,1,0,27.0,0,0,17572.0,76.7292,141,1,3.0,160.8099173553719,"New York, NY",Hassab, Hammad,Mr
1,1,0,29.8811345124283,0,0,16988.0,30.0,137,0,3.0,160.8099173553719,"Kingston, Surrey",Hawksford, Walter James,Mr
1,1,1,24.0,0,0,11767.0,83.1583,94,1,7.0,160.8099173553719,"New York, NY",Hays, Margaret Bechstein,Miss
1,0,0,55.0,1,1,12749.0,93.5,50,0,13.0,307.0,"Montreal, PQ",Hays, Charles Melville,Mr
1,1,1,52.0,1,1,12749.0,93.5,50,0,3.0,160.8099173553719,"Montreal, PQ",Hays, Charles Melville (Clara Jennings Gregg),Mrs
1,0,0,42.0,0,0,113038.0,42.5,23,0,13.0,160.8099173553719,London / Middlesex,Head, Christopher,Mr
1,0,0,29.8811345124283,0,0,17463.0,51.8625,163,0,13.0,160.8099173553719,"Brighton, MA",Hilliard, Herbert Henry,Mr
1,0,0,55.0,0,0,680.0,50.0,85,0,13.0,160.8099173553719,London / Birmingham,Hipkins, William Edward,Mr
1,1,1,16.0,0,1,111361.0,57.9792,24,1,4.0,160.8099173553719,"Chicago, IL",Hippach, Jean Gertrude,Miss
1,1,1,44.0,0,1,111361.0,57.9792,24,1,4.0,160.8099173553719,"Chicago, IL",Hippach, Louis Albert (Ida Sophia Fischer),Mrs
1,1,1,51.0,1,0,13502.0,77.9583,119,0,10.0,160.8099173553719,"Hudson, NY",Hogeboom, John C (Anna Andrews),Mrs
1,0,0,42.0,1,0,113789.0,52.0,80,0,13.0,38.0,"New York, NY",Holverson, Alexander Oskar,Mr
1,1,1,35.0,1,0,113789.0,52.0,80,0,8.0,160.8099173553719,"New York, NY",Holverson, Alexander Oskar (Mary Aline Towner),Mrs
1,1,0,35.0,0,0,111426.0,26.55,80,1,15.0,160.8099173553719,"Indianapolis, IN",Homer," Harry (""Mr E Haven"")",Mr
1,1,0,38.0,1,0,19943.0,90.0,113,0,13.0,160.8099173553719,"New York, NY /  Stamford CT",Hoyt, Frederick Maxfield,Mr
1,0,0,29.8811345124283,0,0,17600.0,30.6958,80,1,14.0,160.8099173553719,"New York, NY",Hoyt, William Fisher,Mr
1,1,1,35.0,1,0,19943.0,90.0,113,0,13.0,160.8099173553719,"New York, NY /  Stamford CT",Hoyt, Frederick Maxfield (Jane Anne Forby),Mrs
1,1,1,38.0,0,0,113572.0,80.0,30,0,6.0,160.8099173553719,"New York, NY",Icard, Amelie,Miss
1,0,1,50.0,0,0,17595.0,28.7125,89,1,13.0,160.8099173553719,"Paris, France New York, NY",Isham, Ann Elizabeth,Miss
1,1,0,49.0,0,0,112058.0,0.0,46,0,13.0,160.8099173553719,Liverpool,Ismay, Joseph Bruce,Mr
1,0,0,46.0,0,0,694.0,26.0,80,0,13.0,80.0,"Bennington, VT",Jones, Charles Cresson,Mr
1,0,0,50.0,0,0,113044.0,26.0,168,0,13.0,160.8099173553719,London,Julian, Henry Forbes,Mr
1,0,0,32.5,0,0,113503.0,211.5,76,1,13.0,45.0,"New York, NY",Keeping, Edwin,Mr
1,0,0,58.0,0,0,11771.0,29.7,35,1,13.0,258.0,"Buffalo, NY",Kent, Edward Austin,Mr
1,0,0,41.0,1,0,17464.0,51.8625,124,0,13.0,160.8099173553719,"Southington / Noank, CT",Kenyon, Frederick R,Mr
1,1,1,29.8811345124283,1,0,17464.0,51.8625,124,0,8.0,160.8099173553719,"Southington / Noank, CT",Kenyon, Frederick R (Marion),Mrs
1,1,0,42.0,1,0,11753.0,52.5542,122,0,5.0,160.8099173553719,"Boston, MA",Kimball, Edwin Nelson Jr,Mr
1,1,1,45.0,1,0,11753.0,52.5542,122,0,5.0,160.8099173553719,"Boston, MA",Kimball, Edwin Nelson Jr (Gertrude Parsons),Mrs
1,0,0,29.8811345124283,0,0,113028.0,26.55,71,0,13.0,160.8099173553719,"Portland, OR",Klaber, Herman,Mr
1,1,1,39.0,0,0,24160.0,211.3375,80,0,2.0,160.8099173553719,"New York, NY",Kreuchen, Emilie,Miss
1,1,1,49.0,0,0,17465.0,25.9292,121,0,8.0,160.8099173553719,"New York, NY",Leader, Alice (Farnham),Dr
1,1,1,30.0,0,0,17761.0,106.425,80,1,2.0,160.8099173553719,"New York, NY",LeRoy, Bertha,Miss
1,1,0,35.0,0,0,17755.0,512.3292,21,1,3.0,160.8099173553719,"New York, NY",Lesurer, Gustave J,Mr
1,0,0,29.8811345124283,0,0,17612.0,27.7208,80,1,13.0,160.8099173553719,"Chicago, IL",Lewy, Ervin G,Mr
1,0,0,42.0,0,0,17475.0,26.55,80,0,13.0,160.8099173553719,"Stockholm, Sweden",Lindeberg-Lind," Erik Gustaf (""Mr Edward Lingrey"")",Mr
1,1,1,55.0,0,0,112377.0,27.7208,80,1,6.0,160.8099173553719,"Stockholm, Sweden",Lindstrom, Carl Johan (Sigrid Posse),Mrs
1,1,1,16.0,0,1,17592.0,39.4,127,0,9.0,160.8099173553719,"Paris, France",Lines, Mary Conover,Miss
1,1,1,51.0,0,1,17592.0,39.4,127,0,9.0,160.8099173553719,"Paris, France",Lines, Ernest H (Elizabeth Lindsey James),Mrs
1,0,0,29.0,0,0,113501.0,30.0,144,0,13.0,126.0,"Springfield, MA",Long, Milton Clyde,Mr
1,1,1,21.0,0,0,13502.0,77.9583,146,0,10.0,160.8099173553719,"Hudson, NY",Longley, Gretchen Fiske,Miss
1,0,0,30.0,0,0,113801.0,45.5,80,0,13.0,160.8099173553719,"London / New York, NY",Loring, Joseph Holland,Mr
1,1,1,58.0,0,0,17569.0,146.5208,56,1,13.0,160.8099173553719,"New York, NY",Lurette, Elise,Miss
1,1,1,15.0,0,1,24160.0,211.3375,43,0,2.0,160.8099173553719,"St Louis, MO",Madill, Georgette Alexandra,Miss
1,0,0,30.0,0,0,110469.0,26.0,65,0,13.0,160.8099173553719,"Brockton, MA",Maguire, John Edward,Mr
1,1,1,16.0,0,0,110152.0,86.5,55,0,8.0,160.8099173553719,"New York, NY",Maioni, Roberta,Miss
1,1,0,29.8811345124283,0,0,11774.0,29.7,88,1,7.0,160.8099173553719,"Paris, France",Marechal, Pierre,Mr
1,0,0,19.0,1,0,113773.0,53.1,128,0,13.0,160.8099173553719,"New York, NY",Marvin, Daniel Warner,Mr
1,1,1,18.0,1,0,113773.0,53.1,128,0,10.0,160.8099173553719,"New York, NY",Marvin, Daniel Warner (Mary Graham Carmichael Farquarson),Mrs
1,1,1,24.0,0,0,17482.0,49.5042,110,1,6.0,160.8099173553719,"Belgium  Montreal, PQ",Mayne," Berthe Antonine (""Mrs de Villiers"")",Mlle
1,0,0,46.0,0,0,13050.0,75.2417,96,1,13.0,292.0,"Vancouver, BC",McCaffry, Thomas Francis,Mr
